X1,SessionID,Series,Target_Competitor,Role,Soundfile,Modifier,Transcription,SpeechFluency,Adjective,RelevantMod,Onset,Comments,ShiftDir,Fluency,Misspec
253,8,41,pipe_smoke / pipe_kitchen,Test,T_41.wav,0,the pipe {WO?} ah the old man's pipe,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
254,8,42,bat_animal / bat_baseball,Test,T_42.wav,0,the bat {WO?} oh…the living bat,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
255,8,43,horse_animal / horse_rocking,Test,T_43.wav,1,the real horse,FL,PR,PR,2309,,Singleton_Contrast,Low,FALSE
256,8,44,tshirt_round / tshirt_vneck,Test,T_44.wav,1,"the male yellow tshirt, mans tshirt",RE,DE,,NA,tough call but RE as she's repeated 'man's' and 'tshirt',Singleton_Contrast,Low,FALSE
257,8,46,eye_pupil / I_letter,Test,T_46.wav,0,the eye,FL,NO,NO,1380,,Singleton_Contrast,Low,TRUE
258,8,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,1,the potatoes (slight pause) that are not peeled,UP,PR,PR,1770,if pause was longer then it would be RE - hard to find onset,Singleton_Contrast,Low,FALSE
259,9,2,bin_lid / bin_pedal,Test,T_02.wav,0,black bin {WO?} black plastic bin that you would push up with your hand it doesnt have a pedal on it,RE,AO,,NA,,Singleton_Contrast,High,TRUE
260,9,4,coffee_cup / coffee_saucer,Test,T_04.wav,1,ba eehh lack coffee without a saucer,FP,PO,PO,1463,,Singleton_Contrast,High,FALSE
261,9,5,mirror_wall / mirror_hand,Test,T_05.wav,0,circular mirror {WO?} eh so one you would hang on the wall not hold to your face,RE,AO,,NA,,Singleton_Contrast,High,TRUE
262,9,7,lighter_flame / lighter_noflame,Test,T_07.wav,0,lighter {WO?} eh a lit lighter,RE,AO,,NA,,Singleton_Contrast,High,TRUE
263,9,8,egg_shell / egg_yolk,Test,T_08.wav,0,"egg, (faint sound of {WO}) eh so a raw, an egg before its been cracked",RE,AO,,NA,,Singleton_Contrast,High,TRUE
264,9,9,umbrella_open / umbrella_closed,Test,T_09.wav,0,"eh a red umbrella {WO?} eh an unfurled red umbrella, its raining",RE,AO,,NA,,Singleton_Contrast,High,TRUE
265,9,11,knife_kitchen / knife_swiss,Test,T_11.wav,0,"knife, eh its just a kitchen knife, one knife",RE,AS,,NA,,Singleton_Contrast,High,TRUE
266,9,12,car_family / car_sports,Test,T_12.wav,0,"silver car, eh small silver car",RE,AS,,NA,,Singleton_Contrast,High,TRUE
267,9,14,gun_real / gun_toy,Test,T_14.wav,1,black and brown gun,FL,PR,PR,691,,Contrast_Singleton,High,TRUE
268,9,15,saddle_horse / saddle_bike,Test,T_15.wav,1,eh horse sadle,FP,PR,PR,1087,difficult to find,Contrast_Singleton,High,TRUE
269,9,16,pad_unlocked / pad_locked,Test,T_16.wav,1,eh open padlock,FP,PR,PR,1053,,Contrast_Singleton,High,TRUE
270,9,17,headphones_large / headphones_small,Test,T_17.wav,1,eh black headphones that wrap round your whole head,FP,PR,PO,1004,,Contrast_Singleton,High,TRUE
271,9,18,battery_AA / battery_car,Test,T_18.wav,1,eh double AA battery,FP,PR,PR,1534,difficult to find,Contrast_Singleton,High,TRUE
272,9,19,wine_glass / wine_red,Test,T_19.wav,1,empty wine glass,FL,PR,PR,1006,,Contrast_Singleton,High,TRUE
273,9,20,money_notes / money_coins,Test,T_20.wav,1,notes of money,FL,PR,PR,935,,Contrast_Singleton,High,TRUE
274,9,21,boot_foot / boot_car,Test,T_21.wav,1,eh black ankle length boot,FP,PR,PR,1504,,Contrast_Singleton,High,TRUE
275,9,22,camera_corder / camera_cctv,Test,T_22.wav,1,fancy cam corder,FL,PR,PR,1172,very difficut to find start of 'f',Contrast_Singleton,High,TRUE
276,9,23,guitar_acoustic / guitar_electric,Test,T_23.wav,1,acoustic guitar,FL,PR,PR,605,,Contrast_Singleton,High,TRUE
277,9,24,glove_wooly / glove_boxing,Test,T_24.wav,1,eh red gardening glove,FP,PR,PR,1242,,Contrast_Singleton,High,TRUE
278,9,27,saw_hand / saw_electric,Test,T_27.wav,0,eh saw {WO?} so its a manual saw,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
279,9,28,fan_hand / fan_electric,Test,T_28.wav,0,fan,FL,NO,NO,678,as above hard to find start of 'f',Singleton_Contrast,Low,TRUE
280,9,29,orange_skin / orange_slice,Test,T_29.wav,1,"eh, um, a full orange fruit",FP,PR,PR,2432,,Singleton_Contrast,Low,FALSE
281,9,32,door_handle / door_knob,Test,T_32.wav,0,"eh door handle, {WO?} silver door handle {WO?} eh toilet door handle I guess, rectangular door handle I guess. ",RE,AO,,NA,,Singleton_Contrast,Low,TRUE
282,9,37,clock_wall / clock_digital,Test,T_37.wav,1,"yeah analogue clock, 10 past 10",FL,PR,OTHER,1446,,Contrast_Singleton,Low,TRUE
283,9,38,hat_sun / hat_cowboy,Test,T_38.wav,1,eh yeah womans hat with the black scarf tied around,FP,PR,PR,1418,,Contrast_Singleton,Low,TRUE
284,9,39,pen_ballpoint / pen_nolid,Test,T_39.wav,1,eh blue biro lid on,FP,PO,PO,1273,,Contrast_Singleton,Low,TRUE
285,9,40,apple_red / apple_green,Test,T_40.wav,1,eh red apple,FP,PR,PR,1271,,Contrast_Singleton,Low,TRUE
286,9,41,pipe_smoke / pipe_kitchen,Test,T_41.wav,1,"eh pipe, brown and black",FP,PO,PO,1265,,Contrast_Singleton,Low,TRUE
287,9,42,bat_animal / bat_baseball,Test,T_42.wav,1,yeah flying bat,FL,PR,PR,1262,,Contrast_Singleton,Low,TRUE
288,9,43,horse_animal / horse_rocking,Test,T_43.wav,1,live horse,FL,PR,PR,1232,,Contrast_Singleton,Low,TRUE
289,9,44,tshirt_round / tshirt_vneck,Test,T_44.wav,1,orange male tshirt,FL,PR,PR,1144,,Contrast_Singleton,Low,TRUE
290,9,46,eye_pupil / I_letter,Test,T_46.wav,1,human eye,FL,PR,PR,874,,Contrast_Singleton,Low,TRUE
291,9,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,1,brown potatoes,FL,PR,PR,2051,,Contrast_Singleton,Low,TRUE
292,10,2,bin_lid / bin_pedal,Test,T_02.wav,1,bin with a lid you open yourself,FL,PO,PO,1169,,Contrast_Singleton,Low,TRUE
293,10,4,coffee_cup / coffee_saucer,Test,T_04.wav,1,coffee without a saucer,FL,PO,PO,1144,,Contrast_Singleton,Low,TRUE
294,10,5,mirror_wall / mirror_hand,Test,T_05.wav,1,a wall mounted mirror,FL,PR,PR,852,hard to find onset,Contrast_Singleton,Low,TRUE
295,10,6,chair_wooden / chair_baby,Test,T_06.wav,1,a wooden chair,FL,PR,PR,844,,Contrast_Singleton,Low,TRUE
296,10,7,lighter_flame / lighter_noflame,Test,T_07.wav,1,a lighter with a flame,FL,PO,PO,1418,,Contrast_Singleton,Low,TRUE
297,10,8,egg_shell / egg_yolk,Test,T_08.wav,1,the egg that's not been cracked,FL,PO,PO,1017,,Contrast_Singleton,Low,TRUE
298,10,9,umbrella_open / umbrella_closed,Test,T_09.wav,1,an open umbrella,FL,PR,PR ,1008,,Contrast_Singleton,Low,TRUE
299,10,10,candle_unused / candle_melted,Test,T_10.wav,1,a candle thats not been lit,FL,PO,PO,1262,,Contrast_Singleton,Low,TRUE
300,10,11,knife_kitchen / knife_swiss,Test,T_11.wav,1,"a knife, not a pen knife",FL,PO,PO,1045,,Contrast_Singleton,Low,TRUE
301,10,12,car_family / car_sports,Test,T_12.wav,1,car with tinted windows,FL,PO,PO,1301,,Contrast_Singleton,Low,TRUE
302,10,14,gun_real / gun_toy,Test,T_14.wav,1,eeem a gun without a red bit on the end ,FP,PO,PO,2667,check again?? Hard to find onset of gun,Singleton_Contrast,High,FALSE
303,10,15,saddle_horse / saddle_bike,Test,T_15.wav,0,saddle,FL,PR,NO,973,,Singleton_Contrast,High,TRUE
304,10,17,headphones_large / headphones_small,Test,T_17.wav,1,some headphones em that go over the top of your head,FP,PO,PO,1122,*********************** benefit of doubt given,Singleton_Contrast,High,FALSE
305,10,18,battery_AA / battery_car,Test,T_18.wav,0,"a battery, (matcher about to speak) like an individual secular battery",RE,AS/AO,,NA,,Singleton_Contrast,High,TRUE
306,10,21,boot_foot / boot_car,Test,T_21.wav,0,a boot,FL,NO,NO,840,,Singleton_Contrast,High,TRUE
307,10,22,camera_corder / camera_cctv,Test,T_22.wav,0,"a camera, but not like a security camera, a film camera",RE,AS,,NA,,Singleton_Contrast,High,TRUE
308,10,23,guitar_acoustic / guitar_electric,Test,T_23.wav,1,"guitar, thats an acoustic",FL,PO,PO,963,,Singleton_Contrast,High,FALSE
309,10,24,glove_wooly / glove_boxing,Test,T_24.wav,0,the red glove,FL,NO,NO,700,,Singleton_Contrast,High,TRUE
310,10,25,teapot_white / teapot_cosy,Test,T_25.wav,1,the teapot without a teacosy ,FL,PO,PO,911,,Contrast_Singleton,High,TRUE
311,10,27,saw_hand / saw_electric,Test,T_27.wav,1,non electric saw,FL,PR,PR,963,,Contrast_Singleton,High,TRUE
312,10,28,fan_hand / fan_electric,Test,T_28.wav,1,handheld fan,FL,PR,PR,1131,,Contrast_Singleton,High,TRUE
313,10,29,orange_skin / orange_slice,Test,T_29.wav,1,an orange thats not been cut,FL,PO,PO,996,,Contrast_Singleton,High,TRUE
314,10,30,spade_garden / spade_beach,Test,T_30.wav,1,a metal spade,FL,PR,PR,772,,Contrast_Singleton,High,TRUE
315,10,31,key_gold / key_car,Test,T_31.wav,1,the gold key,FL,PR,PR,911,,Contrast_Singleton,High,TRUE
316,10,32,door_handle / door_knob,Test,T_32.wav,1,"door handle, not a door knob",UP,PO,PO,943,*** given the benefit of the doubt here ,Contrast_Singleton,High,TRUE
317,10,33,bell_hand / bell_bike,Test,T_33.wav,1,a bell thats not for a bike,FL,PO,PO,940,,Contrast_Singleton,High,TRUE
318,10,34,cheese_block / cheese_blue,Test,T_34.wav,1,cheese with holes in,FL,PO,PO,761,,Contrast_Singleton,High,TRUE
319,10,37,clock_wall / clock_digital,Test,T_37.wav,0,"clock, (mutter), a non digital clock",RE,AS,,NA,,Singleton_Contrast,Low,TRUE
320,10,39,pen_ballpoint / pen_nolid,Test,T_39.wav,1,a blue biro with the lid still on,FL,PO,PO,1363,,Singleton_Contrast,Low,FALSE
321,10,42,bat_animal / bat_baseball,Test,T_42.wav,0,"the bat, but an animal bat not a wooden bat",RE,AS,,NA,,Singleton_Contrast,Low,TRUE
322,10,43,horse_animal / horse_rocking,Test,T_43.wav,1,ehm an a real life horse,FP,PR,PR,2998,,Singleton_Contrast,Low,FALSE
323,10,44,tshirt_round / tshirt_vneck,Test,T_44.wav,0,"yellow tshirt, but a less fitted one, a darker yellow",RE,AS,,NA,,Singleton_Contrast,Low,TRUE
324,10,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,0,potatoes but unpeeled potatoes,RE,AS,,NA,******* check is this a repair?,Singleton_Contrast,Low,TRUE
325,11,2,bin_lid / bin_pedal,Test,T_02.wav,1,the square bin,FL,PR,PR,1552,,Contrast_Singleton,Low,TRUE
326,11,4,coffee_cup / coffee_saucer,Test,T_04.wav,1,the coffee cup without the saucer,FL,PO,PO,1493,,Contrast_Singleton,Low,TRUE
327,11,5,mirror_wall / mirror_hand,Test,T_05.wav,1,the fancy mirror,FL,PR,PR,1225,start of fa for fancy??,Contrast_Singleton,Low,TRUE
328,11,6,chair_wooden / chair_baby,Test,T_06.wav,1,the kitchen chair,FL,PR,PR,1629,,Contrast_Singleton,Low,TRUE
329,11,7,lighter_flame / lighter_noflame,Test,T_07.wav,1,and the lighter with the flame,FL,PO,PO,1597,,Contrast_Singleton,Low,TRUE
330,11,8,egg_shell / egg_yolk,Test,T_08.wav,1,the whole egg,FL,PR,PR,1036,hard to find onset of whole,Contrast_Singleton,Low,TRUE
331,11,9,umbrella_open / umbrella_closed,Test,T_09.wav,1,the open umbrella,FL,PR,PR,1388,,Contrast_Singleton,Low,TRUE
332,11,10,candle_unused / candle_melted,Test,T_10.wav,1,eh a candle that hasn't been lit,FP,PO,PO,2197,,Contrast_Singleton,Low,TRUE
333,11,11,knife_kitchen / knife_swiss,Test,T_11.wav,1,the kitchen knife,FL,PR,PR,1121,,Contrast_Singleton,Low,TRUE
334,11,12,car_family / car_sports,Test,T_12.wav,1,a small car,FL,PR,PR,1454,,Contrast_Singleton,Low,TRUE
335,11,14,gun_real / gun_toy,Test,T_14.wav,0,"a gun, eh, the real gun",RE,AS,,NA,,Singleton_Contrast,High,TRUE
336,11,15,saddle_horse / saddle_bike,Test,T_15.wav,0,the saddle,FL,NO,NO,980,,Singleton_Contrast,High,TRUE
337,11,16,pad_unlocked / pad_locked,Test,T_16.wav,1,"the pad-, the open padlock***",RE,AS,,NA,,Singleton_Contrast,High,FALSE
338,11,17,headphones_large / headphones_small,Test,T_17.wav,1,"head, headphones, that like actually sit on your head",UP,PO,PO,1889,onset of headphones taken,Singleton_Contrast,High,FALSE
339,11,18,battery_AA / battery_car,Test,T_18.wav,1,"eh the battery, like the singular battey not the battery pack",FP,PO,PO,1501,onset of the first battery taken,Singleton_Contrast,High,FALSE
340,11,19,wine_glass / wine_red,Test,T_19.wav,1,the empty wine glass,FL,PR,PR,1290,,Singleton_Contrast,High,FALSE
341,11,20,money_notes / money_coins,Test,T_20.wav,0,"money, eh the notes money",RE,AS,,NA,,Singleton_Contrast,High,TRUE
342,11,22,camera_corder / camera_cctv,Test,T_22.wav,0,"the camera, eh as in not the CCTV camera, the other one",RE,AS,,NA,,Singleton_Contrast,High,TRUE
343,11,23,guitar_acoustic / guitar_electric,Test,T_23.wav,0,"eh the guitar, the acoustic guitar",RE,AS,,NA,,Singleton_Contrast,High,TRUE
344,11,24,glove_wooly / glove_boxing,Test,T_24.wav,0,the red glove (WO?) eh not the boxing glove the otherone,RE,AO,,NA,,Singleton_Contrast,High,TRUE
345,11,25,teapot_white / teapot_cosy,Test,T_25.wav,0,the teapot (sounds like she might be about to say something as it cuts off),FL,NO,PR,1898,,Contrast_Singleton,High,FALSE
346,11,27,saw_hand / saw_electric,Test,T_27.wav,1,the hand saw,FL,PR,PR,1864,,Contrast_Singleton,High,TRUE
347,11,28,fan_hand / fan_electric,Test,T_28.wav,1,the handheld fan,FL,PR,PR,1650,,Contrast_Singleton,High,TRUE
348,11,29,orange_skin / orange_slice,Test,T_29.wav,1,the whole orange,FL,PR,PR,1163,,Contrast_Singleton,High,TRUE
349,11,30,spade_garden / spade_beach,Test,T_30.wav,1,the metal spade,FL,PR,PR,1426,,Contrast_Singleton,High,TRUE
350,11,31,key_gold / key_car,Test,T_31.wav,1,(something) door key,FP,PR,PR,2097,starts saying 'd' for door then stops then starts - think FP fits best,Contrast_Singleton,High,TRUE
351,11,32,door_handle / door_knob,Test,T_32.wav,1,the long door handle,FL,PR,PR,1905,,Contrast_Singleton,High,TRUE
352,11,33,bell_hand / bell_bike,Test,T_33.wav,1,uh the copper bell,FP,PR,PR,1997,,Contrast_Singleton,High,TRUE
353,11,34,cheese_block / cheese_blue,Test,T_34.wav,0,the cheese,FL,NO,NO,2215,,Contrast_Singleton,High,FALSE
354,11,37,clock_wall / clock_digital,Test,T_37.wav,0,the clock (WO?) ehm the analogue clock,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
355,11,38,hat_sun / hat_cowboy,Test,T_38.wav,0,"eh the hat (WO?) the sun hat, like the womans one",RE,AO,,NA,,Singleton_Contrast,Low,TRUE
356,11,39,pen_ballpoint / pen_nolid,Test,T_39.wav,1,the blue bi - eh the blue biro with the lid on,RE,AS,,NA,didn't finish saying 'biro' then added in more info,Singleton_Contrast,Low,FALSE
357,11,40,apple_red / apple_green,Test,T_40.wav,0,ehm an apple (WO?) the red one,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
358,11,41,pipe_smoke / pipe_kitchen,Test,T_41.wav,0,a pipe (WO?) ehm the brown one,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
359,11,42,bat_animal / bat_baseball,Test,T_42.wav,0,a bat (WO?) ehm like the animal one,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
360,11,43,horse_animal / horse_rocking,Test,T_43.wav,0,the horse (WO?) eh the real one,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
361,11,44,tshirt_round / tshirt_vneck,Test,T_44.wav,0,the yellow tshirt (WO?) eh the male one,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
362,11,46,eye_pupil / I_letter,Test,T_46.wav,0,"the eye, (whi-) as in but the human eye",RE,AO/AS,,NA,listener begins to ask WO? And she fills in the info,Singleton_Contrast,Low,TRUE
363,11,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,0,eh potatoes,FP,NO,NO,1932,hard to find onset,Singleton_Contrast,Low,TRUE
364,12,2,bin_lid / bin_pedal,Test,T_02.wav,1,square bin,FL,PR,PR,4477,,Singleton_Contrast,High,FALSE
365,12,4,coffee_cup / coffee_saucer,Test,T_04.wav,1,coffee without a saucer,FL,PO,PO,2839,,Singleton_Contrast,High,FALSE
366,12,5,mirror_wall / mirror_hand,Test,T_05.wav,0,mirror.. With black around it ***,RE,AS,,NA,,Singleton_Contrast,High,TRUE
367,12,6,chair_wooden / chair_baby,Test,T_06.wav,0,chair (WO?) wooden chair,RE,AO,,NA,,Singleton_Contrast,High,TRUE
368,12,7,lighter_flame / lighter_noflame,Test,T_07.wav,1,lit- lighter that's lit ***,RE,AS,,NA,,Singleton_Contrast,High,FALSE
369,12,8,egg_shell / egg_yolk,Test,T_08.wav,1,egg ...in its shell,FL,PO,PO,1116,,Singleton_Contrast,High,FALSE
370,12,9,umbrella_open / umbrella_closed,Test,T_09.wav,1,umbrella opened,RE,AS,,NA,,Singleton_Contrast,High,FALSE
371,12,10,candle_unused / candle_melted,Test,T_10.wav,1,"candle,that's not been lit",FL,PO,PO,1484,,Singleton_Contrast,High,FALSE
372,12,11,knife_kitchen / knife_swiss,Test,T_11.wav,0,knife (WO?) that's not a pen knife,RE,AS,,NA,,Singleton_Contrast,High,TRUE
373,12,12,car_family / car_sports,Test,T_12.wav,1,a little car,FL,PR,PR,5327,very hard to find,Singleton_Contrast,High,FALSE
374,12,14,gun_real / gun_toy,Test,T_14.wav,1,real gun,FL,PR,PR,1615,,Contrast_Singleton,High,TRUE
375,12,15,saddle_horse / saddle_bike,Test,T_15.wav,1,horse saddle,FL,PR,PR,1371,,Contrast_Singleton,High,TRUE
376,12,16,pad_unlocked / pad_locked,Test,T_16.wav,1,unlocked padlock,FL,PR,PR,1538,,Contrast_Singleton,High,TRUE
377,12,17,headphones_large / headphones_small,Test,T_17.wav,1,big headphones,FL,PR,PR,1664,,Contrast_Singleton,High,TRUE
378,12,18,battery_AA / battery_car,Test,T_18.wav,1,round battery,FL,PR,PR,1475,,Contrast_Singleton,High,TRUE
379,12,19,wine_glass / wine_red,Test,T_19.wav,0,glass,FL,NO,NO,1679,,Contrast_Singleton,High,FALSE
380,12,20,money_notes / money_coins,Test,T_20.wav,1,money notes,FL,PO,PO,1381,,Contrast_Singleton,High,TRUE
381,12,21,boot_foot / boot_car,Test,T_21.wav,1,shoe,FL,NO,NO,1378,,Contrast_Singleton,High,TRUE
382,12,22,camera_corder / camera_cctv,Test,T_22.wav,1,film camera,FL,PR,PR,1800,,Contrast_Singleton,High,TRUE
383,12,23,guitar_acoustic / guitar_electric,Test,T_23.wav,1,acoustic guitar,FL,PR,PR,2158,,Contrast_Singleton,High,TRUE
384,12,24,glove_wooly / glove_boxing,Test,T_24.wav,1,fingered glove,FL,PR,PR,2579,,Contrast_Singleton,High,TRUE
385,12,25,teapot_white / teapot_cosy,Test,T_25.wav,0,teapot (pause) without a cosy,RE,AS,,NA,check?,Singleton_Contrast,Low,TRUE
386,12,27,saw_hand / saw_electric,Test,T_27.wav,0,saw (WO?) not an electric one,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
387,12,28,fan_hand / fan_electric,Test,T_28.wav,0,fan like annnn paper fan,RE,AS,,NA,,Singleton_Contrast,Low,TRUE
388,12,29,orange_skin / orange_slice,Test,T_29.wav,0,"orange, a whole orange",RE,AS,,NA,,Singleton_Contrast,Low,TRUE
389,12,30,spade_garden / spade_beach,Test,T_30.wav,0,"spppade, a metal spade",RE,AS,,NA,,Singleton_Contrast,Low,TRUE
390,12,31,key_gold / key_car,Test,T_31.wav,0,"key, ehm a gold key",RE,AS,,NA,,Singleton_Contrast,Low,TRUE
391,12,32,door_handle / door_knob,Test,T_32.wav,0,door handle (WO?) not a round one,RE ,AO,,NA,,Singleton_Contrast,Low,TRUE
392,12,33,bell_hand / bell_bike,Test,T_33.wav,0,bell (WO?) not a bicycle bell,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
393,12,34,cheese_block / cheese_blue,Test,T_34.wav,0,"cheese (WO?) oh, ehm, not the stilton",RE,AO,,NA,,Singleton_Contrast,Low,TRUE
394,12,37,clock_wall / clock_digital,Test,T_37.wav,1,face clock,FL,PR,PR,1176,,Contrast_Singleton,Low,TRUE
395,12,38,hat_sun / hat_cowboy,Test,T_38.wav,1,a womans hat,FL,PR,PR,1150,,Contrast_Singleton,Low,TRUE
396,12,39,pen_ballpoint / pen_nolid,Test,T_39.wav,0,pen,FL,NO,NO,1707,,Contrast_Singleton,Low,FALSE
397,12,40,apple_red / apple_green,Test,T_40.wav,1,red apple,FL,PR,PR,1712,,Contrast_Singleton,Low,TRUE
398,12,41,pipe_smoke / pipe_kitchen,Test,T_41.wav,0,a pipe,FL,NO,NO,2114,,Contrast_Singleton,Low,FALSE
399,12,42,bat_animal / bat_baseball,Test,T_42.wav,1,an animal bat,FL,PR,PR,1400,,Contrast_Singleton,Low,TRUE
400,12,43,horse_animal / horse_rocking,Test,T_43.wav,1,live horse,FL,PR,PR,1934,,Contrast_Singleton,Low,TRUE
401,12,44,tshirt_round / tshirt_vneck,Test,T_44.wav,1,mans tshiirt,FL,PR,PR,2407,,Contrast_Singleton,Low,TRUE
402,12,46,eye_pupil / I_letter,Test,T_46.wav,1,eyeball,FL,NO,NO,1699,,Contrast_Singleton,Low,TRUE
403,12,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,1,unpeeled potatoes,FL,PR,PR,1598,,Contrast_Singleton,Low,TRUE
404,13,2,bin_lid / bin_pedal,Test,T_02.wav,0,"black bin (WO?) a blackbin not a pedal bin, the other one",RE,AO,,NA,,Singleton_Contrast,High,TRUE
405,13,4,coffee_cup / coffee_saucer,Test,T_04.wav,0,"black coffe in a white mug (WO?) uh black- without a saucer, a saucerless black coffee",RE,AO,,NA,,Singleton_Contrast,High,TRUE
406,13,5,mirror_wall / mirror_hand,Test,T_05.wav,0,uuhh mirror,FP,NO,NO,NA,sound runs over from previous trial,Singleton_Contrast,High,TRUE
407,13,7,lighter_flame / lighter_noflame,Test,T_07.wav,0,eh zippo lighter,FP,PR,NO,2026,,Singleton_Contrast,High,TRUE
408,13,8,egg_shell / egg_yolk,Test,T_08.wav,0,"uh an egg, eh not a fried egg, a whole egg",RE,AO/AS,,NA,,Singleton_Contrast,High,TRUE
409,13,9,umbrella_open / umbrella_closed,Test,T_09.wav,0,"uhh red umrella (WO?) red umbrella, oh the red full expanded umbrella",RE,AO,,NA,,Singleton_Contrast,High,TRUE
410,13,10,candle_unused / candle_melted,Test,T_10.wav,0,candle (WO?)  candle with a wick thatÍs not been lit,RE,AO,,NA,,Singleton_Contrast,High,TRUE
411,13,12,car_family / car_sports,Test,T_12.wav,0,"silver car, eh a silver car thatÍs not fancy a peugot kinda car",RE,AS,,NA,,Singleton_Contrast,High,TRUE
412,13,14,gun_real / gun_toy,Test,T_14.wav,1,eh real life gun,FP,PR,PR,1341,,Contrast_Singleton,High,TRUE
413,13,15,saddle_horse / saddle_bike,Test,T_15.wav,1,horse saddle (black?) speaks really quickly so hard to tell,FL,PR,PR,646,,Contrast_Singleton,High,TRUE
414,13,16,pad_unlocked / pad_locked,Test,T_16.wav,1,open padlock,FL,PR,PR,782,,Contrast_Singleton,High,TRUE
415,13,18,battery_AA / battery_car,Test,T_18.wav,1,AA battery,FL,PR,PR,1801,,Contrast_Singleton,High,TRUE
416,13,19,wine_glass / wine_red,Test,T_19.wav,1,empty wine glass,FL,PR,PR,833,,Contrast_Singleton,High,TRUE
417,13,20,money_notes / money_coins,Test,T_20.wav,1,eh cash in note form (repeated - mouse got stuck),FP,PR,PO,1503,,Contrast_Singleton,High,TRUE
418,13,21,boot_foot / boot_car,Test,T_21.wav,1,black boot,FL,PR,PR,1823,,Contrast_Singleton,High,TRUE
419,13,22,camera_corder / camera_cctv,Test,T_22.wav,1,ehh zoom lens camera?,FP,PR,PR,1609,,Contrast_Singleton,High,TRUE
420,13,23,guitar_acoustic / guitar_electric,Test,T_23.wav,1,acoustic guitar,FL,PR,PR,789,,Contrast_Singleton,High,TRUE
421,13,24,glove_wooly / glove_boxing,Test,T_24.wav,1,red hand glove,FL,PR,PR,1120,,Contrast_Singleton,High,TRUE
422,13,29,orange_skin / orange_slice,Test,T_29.wav,1,ehh the full orange compared to the segment,FP,PR,OTHER,3655,,Singleton_Contrast,Low,FALSE
