X1,SessionID,Series,Target_Competitor,Role,Soundfile,Modifier,Transcription,SpeechFluency,Adjective,RelevantMod,Onset,Comments,ShiftDir,Fluency,Misspec
1117,33,4,coffee_cup / coffee_saucer,Test,T_04.wav,0,coffee {WO?} oh eeeh mug of coffee on it's own,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1118,33,5,mirror_wall / mirror_hand,Test,T_05.wav,0,mirror {WO?} ehhh wall mirror,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1119,33,7,lighter_flame / lighter_noflame,Test,T_07.wav,0,lighter…eh lit,RE,AS,,NA,,Singleton_Contrast,Low,TRUE
1120,33,8,egg_shell / egg_yolk,Test,T_08.wav,0,egg {WO?} uhh non fried egg,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1121,33,9,umbrella_open / umbrella_closed,Test,T_09.wav,1,umbrella…open,UP,PO,PO,836,close call *** no filler here which suggests it might not be correction,Singleton_Contrast,Low,FALSE
1122,33,10,candle_unused / candle_melted,Test,T_10.wav,1,unmelted candle,FL,PR,PR,3528,,Singleton_Contrast,Low,FALSE
1123,33,11,knife_kitchen / knife_swiss,Test,T_11.wav,0,knife {WO?} ehh kitchen knife,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1124,33,12,car_family / car_sports,Test,T_12.wav,0,car {WO?} uhhh family car,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1125,33,14,gun_real / gun_toy,Test,T_14.wav,1,real gun,FL,PR,PR,1178,,Contrast_Singleton,Low,TRUE
1126,33,15,saddle_horse / saddle_bike,Test,T_15.wav,1,horses saddle,FL,PR,PR,1010,,Contrast_Singleton,Low,TRUE
1127,33,16,pad_unlocked / pad_locked,Test,T_16.wav,1,unlocked padlock,FL,PR,PR,1396,,Contrast_Singleton,Low,TRUE
1128,33,17,headphones_large / headphones_small,Test,T_17.wav,1,over-ear headphones,FL,PR,PR,1740,,Contrast_Singleton,Low,TRUE
1129,33,18,battery_AA / battery_car,Test,T_18.wav,1,the double AA battery,FL,PR,PR,1671,,Contrast_Singleton,Low,TRUE
1130,33,19,wine_glass / wine_red,Test,T_19.wav,1,empty wine glass,FL,PR,PR,1344,,Contrast_Singleton,Low,TRUE
1131,33,20,money_notes / money_coins,Test,T_20.wav,1,notes of money,FL,PR,PR,1631,,Contrast_Singleton,Low,TRUE
1132,33,21,boot_foot / boot_car,Test,T_21.wav,1,leather boot,FL,PR,PR,1621,,Contrast_Singleton,Low,TRUE
1133,33,22,camera_corder / camera_cctv,Test,T_22.wav,1,eh video camera,FP,PR,PR,2193,,Contrast_Singleton,Low,TRUE
1134,33,23,guitar_acoustic / guitar_electric,Test,T_23.wav,1,acoustic guitar,FL,PR,PR,1542,,Contrast_Singleton,Low,TRUE
1135,33,24,glove_wooly / glove_boxing,Test,T_24.wav,1,eh red hand glove,FP,PR,PR,2091,,Contrast_Singleton,Low,TRUE
1136,33,25,teapot_white / teapot_cosy,Test,T_25.wav,0,teapot {WO?} without a cosy,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1137,33,27,saw_hand / saw_electric,Test,T_27.wav,0,saw {WO?} oh the  eh hand saw manual saw,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1138,33,28,fan_hand / fan_electric,Test,T_28.wav,0,fan {WO?} ehh hand fan,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1139,33,29,orange_skin / orange_slice,Test,T_29.wav,0,orange {about to speak} ehh whole orange,RE,AS/AO,,NA,,Singleton_Contrast,High,TRUE
1140,33,30,spade_garden / spade_beach,Test,T_30.wav,0,shovel {WO} eeem metal shovel,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1141,33,31,key_gold / key_car,Test,T_31.wav,0,key {WO?} the house key,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1142,33,32,door_handle / door_knob,Test,T_32.wav,0,door handle {WO?} ahhh elongated door handle,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1143,33,33,bell_hand / bell_bike,Test,T_33.wav,0,bell {WO?} eem shaker bell,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1144,33,34,cheese_block / cheese_blue,Test,T_34.wav,0,cheese eeehh yellow cheese,RE,AS,,NA,,Singleton_Contrast,High,TRUE
1145,33,37,clock_wall / clock_digital,Test,T_37.wav,1,clock with hands,FL,PO,PO,1240,,Contrast_Singleton,High,TRUE
1146,33,38,hat_sun / hat_cowboy,Test,T_38.wav,1,woman's hat,FL,PR,PR,1622,,Contrast_Singleton,High,TRUE
1147,33,39,pen_ballpoint / pen_nolid,Test,T_39.wav,1,(noise from trial before) ehh pen with the lid on it,FP,PO,PO,NA,noise from previous trial,Contrast_Singleton,High,TRUE
1148,33,40,apple_red / apple_green,Test,T_40.wav,1,red apple,FL,PR,PR,1048,,Contrast_Singleton,High,TRUE
1149,33,41,pipe_smoke / pipe_kitchen,Test,T_41.wav,1,smokers pipe,FL,PR,PR,1089,,Contrast_Singleton,High,TRUE
1150,33,42,bat_animal / bat_baseball,Test,T_42.wav,1,bat the animal,FL,PO,PO,1291,,Contrast_Singleton,High,TRUE
1151,33,43,horse_animal / horse_rocking,Test,T_43.wav,1,real horse,FL,PR,PR,1328,,Contrast_Singleton,High,TRUE
1152,33,44,tshirt_round / tshirt_vneck,Test,T_44.wav,1,men's yellow tshirt,FL,PR,PR,1200,,Contrast_Singleton,High,TRUE
1153,33,46,eye_pupil / I_letter,Test,T_46.wav,1,person's eye,FL,PR,PR,1054,,Contrast_Singleton,High,TRUE
1154,33,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,1,unpeeled potatoes,FL,PR,PR,1409,,Contrast_Singleton,High,TRUE
1155,34,2,bin_lid / bin_pedal,Test,T_02.wav,0,bin,FL,NO,NO,1875,,Contrast_Singleton,Low,FALSE
1156,34,4,coffee_cup / coffee_saucer,Test,T_04.wav,0,ehh cup,FP,NO,NO,3439,,Contrast_Singleton,Low,FALSE
1157,34,5,mirror_wall / mirror_hand,Test,T_05.wav,1,a wall mirror,FL,PR,PR,1289,very difficult to find the onset of wall,Contrast_Singleton,Low,TRUE
1158,34,6,chair_wooden / chair_baby,Test,T_06.wav,0,chair,FL,NO,NO,1962,,Contrast_Singleton,Low,FALSE
1159,34,7,lighter_flame / lighter_noflame,Test,T_07.wav,0,lighter,FL,NO,NO,2371,,Contrast_Singleton,Low,FALSE
1160,34,8,egg_shell / egg_yolk,Test,T_08.wav,0,an egg,FL,NO,NO,1582,,Contrast_Singleton,Low,FALSE
1161,34,9,umbrella_open / umbrella_closed,Test,T_09.wav,0,umbrella,FL,NO,NO,1724,,Contrast_Singleton,Low,FALSE
1162,34,10,candle_unused / candle_melted,Test,T_10.wav,0,candle,FL,NO,NO,2013,,Contrast_Singleton,Low,FALSE
1163,34,11,knife_kitchen / knife_swiss,Test,T_11.wav,0,a knife,FL,NO,NO,2307,,Contrast_Singleton,Low,FALSE
1164,34,12,car_family / car_sports,Test,T_12.wav,0,car,FL,NO,NO,2328,,Contrast_Singleton,Low,FALSE
1165,34,14,gun_real / gun_toy,Test,T_14.wav,0,gun {WO?} umm real gun,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1166,34,15,saddle_horse / saddle_bike,Test,T_15.wav,1,aaaah horse saddle,FP,PR,PR,3397,,Singleton_Contrast,High,FALSE
1167,34,16,pad_unlocked / pad_locked,Test,T_16.wav,1,open padlock,FL,PR,PR,1875,,Singleton_Contrast,High,FALSE
1168,34,17,headphones_large / headphones_small,Test,T_17.wav,1,ahhh over the head headphones,FP,PR,PR,4742,,Singleton_Contrast,High,FALSE
1169,34,18,battery_AA / battery_car,Test,T_18.wav,0,battery {WO?} oh a…like a double AA battery,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1170,34,19,wine_glass / wine_red,Test,T_19.wav,0,wine glass {WO?} oh empty wine glass,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1171,34,20,money_notes / money_coins,Test,T_20.wav,1,ah paper money,FP,PR,PR,3193,,Singleton_Contrast,High,FALSE
1172,34,22,camera_corder / camera_cctv,Test,T_22.wav,0,camera {WO?} oh the … black cam corder,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1173,34,24,glove_wooly / glove_boxing,Test,T_24.wav,1,gla ahh …woman's ladies glove,RE,DE/AS,,NA,,Singleton_Contrast,High,FALSE
1174,34,25,teapot_white / teapot_cosy,Test,T_25.wav,0,teapot,FL,NO,NO,1984,,Contrast_Singleton,High,FALSE
1175,34,27,saw_hand / saw_electric,Test,T_27.wav,1,hand saw,FL,PR,PR,2345,,Contrast_Singleton,High,TRUE
1176,34,28,fan_hand / fan_electric,Test,T_28.wav,0,fan,FL,NO,NO,2402,,Contrast_Singleton,High,FALSE
1177,34,29,orange_skin / orange_slice,Test,T_29.wav,0,orange,FL,NO,NO,2436,,Contrast_Singleton,High,FALSE
1178,34,30,spade_garden / spade_beach,Test,T_30.wav,1,metal spade,FL,PR,PR,2120,,Contrast_Singleton,High,TRUE
1179,34,31,key_gold / key_car,Test,T_31.wav,0,key,FL,NO,NO,2781,,Contrast_Singleton,High,FALSE
1180,34,32,door_handle / door_knob,Test,T_32.wav,1,long door handle,FL,PR,PR,1665,,Contrast_Singleton,High,TRUE
1181,34,33,bell_hand / bell_bike,Test,T_33.wav,0,bell,FL,NO,NO,2932,,Contrast_Singleton,High,FALSE
1182,34,34,cheese_block / cheese_blue,Test,T_34.wav,0,cheese,FL,NO,NO,2184,,Contrast_Singleton,High,FALSE
1183,34,37,clock_wall / clock_digital,Test,T_37.wav,0,a clock…uhh analogue clock,RE,AS,,NA,,Singleton_Contrast,Low,TRUE
1184,34,38,hat_sun / hat_cowboy,Test,T_38.wav,1,a sun hat or like a woman's hat,FL,PR,OTHER,2691,onset of sun taken,Singleton_Contrast,Low,FALSE
1185,34,39,pen_ballpoint / pen_nolid,Test,T_39.wav,1,a pen with the lid on,FL,PO,PO,2271,,Singleton_Contrast,Low,FALSE
1186,34,40,apple_red / apple_green,Test,T_40.wav,1,red apple,FL,PR,PR,2066,,Singleton_Contrast,Low,FALSE
1187,34,41,pipe_smoke / pipe_kitchen,Test,T_41.wav,1,a smoking pipe,FL,PR,PR,4781,,Singleton_Contrast,Low,FALSE
1188,34,42,bat_animal / bat_baseball,Test,T_42.wav,1,a live bat,FL,PR,PR,3094,,Singleton_Contrast,Low,FALSE
1189,34,43,horse_animal / horse_rocking,Test,T_43.wav,1,a live horse,FL,PR,PR,2037,check not FP??,Singleton_Contrast,Low,FALSE
1190,34,44,tshirt_round / tshirt_vneck,Test,T_44.wav,1,a man's tshirt,FL,PR,PR,2297,,Singleton_Contrast,Low,FALSE
1191,34,46,eye_pupil / I_letter,Test,T_46.wav,1,the human eye,FL,PR,PR,2582,,Singleton_Contrast,Low,FALSE
1192,34,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,1,ahh unpeeled potatoes,FP,PR,PR,2618,,Singleton_Contrast,Low,FALSE
1193,35,2,bin_lid / bin_pedal,Test,T_02.wav,1,the roll open bin,FL,PR,PR,1285,,Contrast_Singleton,High,TRUE
1194,35,4,coffee_cup / coffee_saucer,Test,T_04.wav,1,cup of coffee with no saucer,FL,PO,PO,2038,,Contrast_Singleton,High,TRUE
1195,35,5,mirror_wall / mirror_hand,Test,T_05.wav,1,the wall mounted mirror,FL,PR,PR,1441,,Contrast_Singleton,High,TRUE
1196,35,6,chair_wooden / chair_baby,Test,T_06.wav,1,emm the wooden chair,FP,PR,PR,2493,,Contrast_Singleton,High,TRUE
1197,35,7,lighter_flame / lighter_noflame,Test,T_07.wav,1,same again with the flame (i.e. lighter with flame),FL,PR,OTHER,1422,onset from same,Contrast_Singleton,High,TRUE
1198,35,8,egg_shell / egg_yolk,Test,T_08.wav,1,em egg in the shell,FP,PO,PO,1677,,Contrast_Singleton,High,TRUE
1199,35,9,umbrella_open / umbrella_closed,Test,T_09.wav,1,the open umbrella,FL,PR,PR,1143,,Contrast_Singleton,High,TRUE
1200,35,10,candle_unused / candle_melted,Test,T_10.wav,1,candle with the wick again,FL,PO,PO,1213,,Contrast_Singleton,High,TRUE
1201,35,11,knife_kitchen / knife_swiss,Test,T_11.wav,1,eh single blade knife,FP,PR,PR,1140,,Contrast_Singleton,High,TRUE
1202,35,12,car_family / car_sports,Test,T_12.wav,1,side on car,FL,PR,PR,1326,,Contrast_Singleton,High,TRUE
1203,35,14,gun_real / gun_toy,Test,T_14.wav,1,the(ee) real pistol,LE,PR,PR,2870,,Singleton_Contrast,Low,FALSE
1204,35,15,saddle_horse / saddle_bike,Test,T_15.wav,0,the saddle {WO?} oh the horse saddle,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1205,35,16,pad_unlocked / pad_locked,Test,T_16.wav,1,the open padlock,FL,PR,PR,2760,,Singleton_Contrast,Low,FALSE
1206,35,17,headphones_large / headphones_small,Test,T_17.wav,1,the(ee) outer ear headphones,LE,PR,PR,4001,,Singleton_Contrast,Low,FALSE
1207,35,18,battery_AA / battery_car,Test,T_18.wav,1,the(ee) AA battery,LE,PR,PR,4681,,Singleton_Contrast,Low,FALSE
1208,35,19,wine_glass / wine_red,Test,T_19.wav,1,the empty wine glass,FL,PR,PR,2373,,Singleton_Contrast,Low,FALSE
1209,35,20,money_notes / money_coins,Test,T_20.wav,1,the notes…the money notes,RE,AS,,NA,,Singleton_Contrast,Low,FALSE
1210,35,23,guitar_acoustic / guitar_electric,Test,T_23.wav,1,eh the acoustic guitar,FP,PR,PR,2602,,Singleton_Contrast,Low,FALSE
1211,35,24,glove_wooly / glove_boxing,Test,T_24.wav,1,the red glove with the fingers in it stretched,FL,PR,PO,3099,onset of red listed,Singleton_Contrast,Low,FALSE
1212,35,25,teapot_white / teapot_cosy,Test,T_25.wav,0,em the teapot,FP,NO,NO,2453,,Contrast_Singleton,Low,FALSE
1213,35,27,saw_hand / saw_electric,Test,T_27.wav,1,the haaeehhandheld saw,FP/LE,PR,PR,2916,second clar mention of handheld noted,Contrast_Singleton,Low,TRUE
1214,35,28,fan_hand / fan_electric,Test,T_28.wav,1,the handheld fan,FL,PR,PR,3526,,Contrast_Singleton,Low,TRUE
1215,35,29,orange_skin / orange_slice,Test,T_29.wav,1,whole orange,FL,PR,PR,2155,,Contrast_Singleton,Low,TRUE
1216,35,30,spade_garden / spade_beach,Test,T_30.wav,1,the metal sspade,FL/LE,PR,PR,2062,,Contrast_Singleton,Low,TRUE
1217,35,31,key_gold / key_car,Test,T_31.wav,1,the metal key,FL,PR,PR,1799,,Contrast_Singleton,Low,TRUE
1218,35,32,door_handle / door_knob,Test,T_32.wav,1,the open door handle..sorry the long door hande,RE,DE/AS,,NA,,Contrast_Singleton,Low,TRUE
1219,35,33,bell_hand / bell_bike,Test,T_33.wav,1,hand bell again,FL,PR,PR,2340,difficult to find the onset of the h,Contrast_Singleton,Low,TRUE
1220,35,34,cheese_block / cheese_blue,Test,T_34.wav,1,the non mouldy cheese,FL,PR,PR,2517,,Contrast_Singleton,Low,TRUE
1221,35,37,clock_wall / clock_digital,Test,T_37.wav,1,theee circular clock,LE,PR,PR,2663,,Singleton_Contrast,High,FALSE
1222,35,39,pen_ballpoint / pen_nolid,Test,T_39.wav,0,blue biro…{pause}…with the lid on,RE,AS,,NA,,Singleton_Contrast,High,TRUE
1223,35,41,pipe_smoke / pipe_kitchen,Test,T_41.wav,1,the…. pipe with the wooden bit,UP,PO,PO,3670,,Singleton_Contrast,High,FALSE
1224,35,42,bat_animal / bat_baseball,Test,T_42.wav,0,bat again {WO?} just the same one the like real bat,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1225,35,43,horse_animal / horse_rocking,Test,T_43.wav,1,the real horse,FL,PR,PR,2023,,Singleton_Contrast,High,FALSE
1226,35,44,tshirt_round / tshirt_vneck,Test,T_44.wav,0,yellow tshirt…{pause} eh for man,RE,AS,,NA,,Singleton_Contrast,High,TRUE
1227,35,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,1,the potatoes with the skins still on,FL,PO,PO,2082,,Singleton_Contrast,High,FALSE
1228,36,2,bin_lid / bin_pedal,Test,T_02.wav,0,the bin…the square bin,RE,AS,,NA,,Singleton_Contrast,High,TRUE
1229,36,4,coffee_cup / coffee_saucer,Test,T_04.wav,1,eeeeeh mug without the saucer,FP,PO,PO,3843,,Singleton_Contrast,High,FALSE
1230,36,5,mirror_wall / mirror_hand,Test,T_05.wav,0,mirror {WO?} ehh the one with the leafs round the side,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1231,36,6,chair_wooden / chair_baby,Test,T_06.wav,0,chair {WO?} the wooden chair,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1232,36,7,lighter_flame / lighter_noflame,Test,T_07.wav,0,eh lighter {WO?} eh the lighter with fire,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1233,36,8,egg_shell / egg_yolk,Test,T_08.wav,0,egg {WO?} eh the one with the shell,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1234,36,9,umbrella_open / umbrella_closed,Test,T_09.wav,0,umbrella {WO?} eh the open one,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1235,36,10,candle_unused / candle_melted,Test,T_10.wav,0,candle {WO?} the one that's not dripping wax,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1236,36,11,knife_kitchen / knife_swiss,Test,T_11.wav,0,knife {WO?} ehhh the single blade one,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1237,36,12,car_family / car_sports,Test,T_12.wav,0,the car {WO?} eh not a sports car {okay},RE,AO,,NA,,Singleton_Contrast,High,TRUE
1238,36,14,gun_real / gun_toy,Test,T_14.wav,1,metal gun,FL,PR,PR,896,,Contrast_Singleton,High,TRUE
1239,36,15,saddle_horse / saddle_bike,Test,T_15.wav,1,the horse saddle,FL,PR,PR,1088,,Contrast_Singleton,High,TRUE
1240,36,16,pad_unlocked / pad_locked,Test,T_16.wav,1,open padlock,FL,PR,PR,1080,,Contrast_Singleton,High,TRUE
1241,36,17,headphones_large / headphones_small,Test,T_17.wav,1,headphones over your head,FL,PO,PO,1420,,Contrast_Singleton,High,TRUE
1242,36,18,battery_AA / battery_car,Test,T_18.wav,1,small battery,FL,PR,PR,1792,,Contrast_Singleton,High,TRUE
1243,36,19,wine_glass / wine_red,Test,T_19.wav,1,empty wineglass,FL,PR,PR,1918,,Contrast_Singleton,High,TRUE
1244,36,20,money_notes / money_coins,Test,T_20.wav,1,theee notes of money,LE,PR,PR,2228,,Contrast_Singleton,High,TRUE
1245,36,21,boot_foot / boot_car,Test,T_21.wav,1,shoe boot,FL,PR,PR,1143,,Contrast_Singleton,High,TRUE
1246,36,22,camera_corder / camera_cctv,Test,T_22.wav,1,the film camera,FL,PR,PR,1512,,Contrast_Singleton,High,TRUE
1247,36,23,guitar_acoustic / guitar_electric,Test,T_23.wav,1,the acoustic guitar,FL,PR,PR,1195,,Contrast_Singleton,High,TRUE
1248,36,24,glove_wooly / glove_boxing,Test,T_24.wav,1,(noise from outside) not boxing glove glove,FL,PR,PR,1348,,Contrast_Singleton,High,TRUE
1249,36,25,teapot_white / teapot_cosy,Test,T_25.wav,0,teapot {WO?} theee one without the tea cosy,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1250,36,27,saw_hand / saw_electric,Test,T_27.wav,0,the saw {WO?} the hand saw,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1251,36,28,fan_hand / fan_electric,Test,T_28.wav,0,the fan {WO?} em the..the not electric fan,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1252,36,29,orange_skin / orange_slice,Test,T_29.wav,1,the whole orange,FL,PR,PR,1809,,Singleton_Contrast,Low,FALSE
1253,36,30,spade_garden / spade_beach,Test,T_30.wav,0,eh spade {WO?} ehhh metal spade,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1254,36,31,key_gold / key_car,Test,T_31.wav,0,the key..{listener about to ask} ehh house key,RE,AS/AO,,NA,,Singleton_Contrast,Low,TRUE
1255,36,32,door_handle / door_knob,Test,T_32.wav,0,door handle {WO?} theeee one you push down,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1256,36,33,bell_hand / bell_bike,Test,T_33.wav,0,the bell {WO?} theee one that you shake,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1257,36,34,cheese_block / cheese_blue,Test,T_34.wav,0,the cheese {WO?} the one with holes,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1258,36,37,clock_wall / clock_digital,Test,T_37.wav,1,anologue clock,FL,PR,PR,1114,,Contrast_Singleton,Low,TRUE
1259,36,38,hat_sun / hat_cowboy,Test,T_38.wav,1,the hat with the ribbon,FL,PO,PO,2074,hard to find exact onset,Contrast_Singleton,Low,TRUE
1260,36,39,pen_ballpoint / pen_nolid,Test,T_39.wav,1,the pen with the lid on,FL,PO,PO,1561,,Contrast_Singleton,Low,TRUE
1261,36,40,apple_red / apple_green,Test,T_40.wav,1,red apple,FL,PR,PR,1436,,Contrast_Singleton,Low,TRUE
1262,36,41,pipe_smoke / pipe_kitchen,Test,T_41.wav,1,the smoking pipe,FL,PR,PR,1745,,Contrast_Singleton,Low,TRUE
1263,36,42,bat_animal / bat_baseball,Test,T_42.wav,1,the alive bat,FL,PR,PR,1602,,Contrast_Singleton,Low,TRUE
1264,36,43,horse_animal / horse_rocking,Test,T_43.wav,1,the alive horse,FL,PR,PR,1449,,Contrast_Singleton,Low,TRUE
1265,36,44,tshirt_round / tshirt_vneck,Test,T_44.wav,1,ehh mens tshirt,FP,PR,PR,2533,,Contrast_Singleton,Low,TRUE
1266,36,46,eye_pupil / I_letter,Test,T_46.wav,1,the human eye,FL,PR,PR,1857,hard to fins onset,Contrast_Singleton,Low,TRUE
1267,36,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,1,theee potatoes with skins,LE/UP,PO,PO,3000,,Contrast_Singleton,Low,TRUE
1268,37,2,bin_lid / bin_pedal,Test,T_02.wav,1,The ehm manual bin,FP,PR,PR,4103,,Singleton_Contrast,Low,FALSE
1269,37,4,coffee_cup / coffee_saucer,Test,T_04.wav,0,"cup of coffee, the cup of coffee without the saucer",RE,AS,,NA,,Singleton_Contrast,Low,TRUE
1270,37,5,mirror_wall / mirror_hand,Test,T_05.wav,0,the mirror (WO?) ehm the wall mirror,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1271,37,6,chair_wooden / chair_baby,Test,T_06.wav,NA,names the wrong item to begin with,,,,NA,,Singleton_Contrast,Low,NA
1272,37,7,lighter_flame / lighter_noflame,Test,T_07.wav,0,theeee lighter (WO?) the lit lighter,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1273,37,8,egg_shell / egg_yolk,Test,T_08.wav,0,"the egg, the ehm hard egg",RE,AS,,NA,,Singleton_Contrast,Low,TRUE
1274,37,9,umbrella_open / umbrella_closed,Test,T_09.wav,0,the umbrella (WO?) the up umbrella,RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1275,37,10,candle_unused / candle_melted,Test,T_10.wav,0,"the candle, (WO?) the one that hasn’t been melted",RE,AO,,NA,,Singleton_Contrast,Low,TRUE
1276,37,11,knife_kitchen / knife_swiss,Test,T_11.wav,0,"the knife, the ehm singular knife",RE,AS,,NA,,Singleton_Contrast,Low,TRUE
1277,37,12,car_family / car_sports,Test,T_12.wav,0,"the car, the ehm the less sporty car",RE,AS,,NA,,Singleton_Contrast,Low,TRUE
1278,37,14,gun_real / gun_toy,Test,T_14.wav,1,the real gun ,FL,PR,PR,1939,,Contrast_Singleton,Low,TRUE
1279,37,15,saddle_horse / saddle_bike,Test,T_15.wav,1,the horse saddle,FL,PR,PR,1258,,Contrast_Singleton,Low,TRUE
1280,37,16,pad_unlocked / pad_locked,Test,T_16.wav,1,thee unlocked lock,LE,PR,PR,1495,,Contrast_Singleton,Low,TRUE
1281,37,17,headphones_large / headphones_small,Test,T_17.wav,1,thee over the head headphones,LE,PR,PR,1494,,Contrast_Singleton,Low,TRUE
1282,37,18,battery_AA / battery_car,Test,T_18.wav,1,thee plus or minus battery,LE/UP,PR,PR,2987,,Contrast_Singleton,Low,TRUE
1283,37,19,wine_glass / wine_red,Test,T_19.wav,1,thee empty wine glass,LE,PR,PR,1443,,Contrast_Singleton,Low,TRUE
1284,37,20,money_notes / money_coins,Test,T_20.wav,1,the notes,FL,NO,NO ,1160,,Contrast_Singleton,Low,TRUE
1285,37,21,boot_foot / boot_car,Test,T_21.wav,1,the shoe boot,FL,PR,PR,1467,,Contrast_Singleton,Low,TRUE
1286,37,22,camera_corder / camera_cctv,Test,T_22.wav,1,the digital camera,FL,PR,PR,2949,,Contrast_Singleton,Low,TRUE
1287,37,23,guitar_acoustic / guitar_electric,Test,T_23.wav,1,the acoustic guitar,FL,PR,PR,1139,very difficult to get onset of acoustic,Contrast_Singleton,Low,TRUE
1288,37,24,glove_wooly / glove_boxing,Test,T_24.wav,1,the ladies glove,FL,PR,PR,1328,,Contrast_Singleton,Low,TRUE
1289,37,25,teapot_white / teapot_cosy,Test,T_25.wav,0,teapot (WO?) teapot without the  teacosy,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1290,37,27,saw_hand / saw_electric,Test,T_27.wav,0,the saw (WO?) he non electric saw,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1291,37,28,fan_hand / fan_electric,Test,T_28.wav,0,"the fan (WO?) thee what are they called, the held fan the handheld fan",RE,AO,,NA,,Singleton_Contrast,High,TRUE
1292,37,29,orange_skin / orange_slice,Test,T_29.wav,0,the orange (WO?) the full orange,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1293,37,30,spade_garden / spade_beach,Test,T_30.wav,0,spade (WO?) the metal one,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1294,37,31,key_gold / key_car,Test,T_31.wav,0,the key (WO?) the door key,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1295,37,32,door_handle / door_knob,Test,T_32.wav,0,doorhandle (WO?) the one that’s a handle and not a nob,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1296,37,33,bell_hand / bell_bike,Test,T_33.wav,0,"the bell (WO?) ehm the one that has the dangly bit inside it, the dangly bell",RE,AO,,NA,,Singleton_Contrast,High,TRUE
1297,37,34,cheese_block / cheese_blue,Test,T_34.wav,0,thee cheese (WO?) the one with the holes in it ,RE,AO,,NA,,Singleton_Contrast,High,TRUE
1298,37,37,clock_wall / clock_digital,Test,T_37.wav,1,theee non digital clock,LE,PR,PR,2506,,Contrast_Singleton,High,TRUE
1299,37,38,hat_sun / hat_cowboy,Test,T_38.wav,1,the sun hat,FL,PR,PR,1085,,Contrast_Singleton,High,TRUE
1300,37,39,pen_ballpoint / pen_nolid,Test,T_39.wav,1,the pen with the lid on,FL,PO,PO,1442,,Contrast_Singleton,High,TRUE
1301,37,40,apple_red / apple_green,Test,T_40.wav,1,red apple,FL,PR,PR,1024,,Contrast_Singleton,High,TRUE
1302,37,41,pipe_smoke / pipe_kitchen,Test,T_41.wav,1,smoking pipe,FL,PR,PR,1049,,Contrast_Singleton,High,TRUE
1303,37,42,bat_animal / bat_baseball,Test,T_42.wav,1,the real bat,FL,PR,PR,1348,,Contrast_Singleton,High,TRUE
1304,37,43,horse_animal / horse_rocking,Test,T_43.wav,1,the real horse,FL,PR,PR,1653,,Contrast_Singleton,High,TRUE
1305,37,44,tshirt_round / tshirt_vneck,Test,T_44.wav,1,the yellowy orange top with no writing on it,FL,PR,PO,952,,Contrast_Singleton,High,TRUE
1306,37,46,eye_pupil / I_letter,Test,T_46.wav,1,the? real eye,FL,PR,PR,1235,,Contrast_Singleton,High,TRUE
1307,37,47,potatoes_skin / potatoes_peeled,Test,T_47.wav,1,potatoes with their skin on,FL,PO,PO,1938,,Contrast_Singleton,High,TRUE
