SessionID,Series,Role,Soundfile,Target_Competitor,Modifier,Transcription,Fluency,Adjective,Onset(ms),Comments,X12,X13,X14,X15,X16,X17,X18
19,38,Training,Z_38_06.wav,hat_sun / hat_cowboy,1,a womans hat,,,,,,,,,,,
19,39,Training,Z_39_09.wav,pen_ballpoint / pen_nolid,1,biro with lid on,,,,,,,,,,,
19,40,Training,Z_40_08.wav,apple_red / apple_green,1,eh red apple,,,,,,,,,,,
19,41,Training,Z_41_08.wav,pipe_smoke / pipe_kitchen,1,a smoking pipe,,,,,,,,,,,
19,42,Training,Z_42_09.wav,bat_animal / bat_baseball,1,flying bat,,,,,,,,,,,
19,43,Training,Z_43_08.wav,horse_animal / horse_rocking,1,a real horse,,,,,,,,,,,
19,44,Training,Z_44_09.wav,tshirt_round / tshirt_vneck,1,a mans orange tshirt,,,,,,,,,,,
19,45,Training,Z_45_08.wav,glasses_reading / glasses_drinking,1,specs,,,,,,,,,,,
19,46,Training,Z_46_07.wav,eye_pupil / I_letter,1,a ladies eye,,,,,,,,,,,
19,47,Training,Z_47_08.wav,potatoes_skin / potatoes_peeled,1,unpeeled potatoes,,,,,,,,,,,
19,48,Training,Z_48_09.wav,mouse_computer / mouse_animal,1,a computer mouse,,,,,,,,,,,
20,1,Test,T_01.wav,spoon_reg / spoon_wooden,1,silver spoon,,,,,,,,,,,
20,2,Test,T_02.wav,bin_lid / bin_pedal,0,bin {WO?} not the cylindircal one the sort of rectangle,,,,,,,,,,,
20,3,Test,T_03.wav,bike_mountain / bike_motor,1,bicycle (repeats description as mouse wasn’t working),,,,,,,,,,,
20,4,Test,T_04.wav,coffee_cup / coffee_saucer,0,mug of coffee {WO?} eh not the one with the plates…,,,,,,,,,,,
20,5,Test,T_05.wav,mirror_wall / mirror_hand,1,black mirror,,,,,,,,,,,
20,6,Test,T_06.wav,chair_wooden / chair_baby,0,chair {WO?} eh not the babay chair just the other chair,,,,,,,,,,,
20,7,Test,T_07.wav,lighter_flame / lighter_noflame,0,open lighter {WO?} oh with the flame,used a modifier but it didn’t distinguish - check!!!,,,,,,,,,,
20,8,Test,T_08.wav,egg_shell / egg_yolk,0,egg {WO?} oh uh eh not the scram not the boiled one the whole egg,,,,,,,,,,,
20,9,Test,T_09.wav,umbrella_open / umbrella_closed,0,red umbrella {WO?} eh the open one,,,,,,,,,,,
20,10,Test,T_10.wav,candle_unused / candle_melted,0,white candle {WO?} eh the new one {new?} eh the one not used,,,,,,,,,,,
20,11,Test,T_11.wav,knife_kitchen / knife_swiss,0,knife {WO?} eh not the pen knife just the normal knife,,,,,,,,,,,
20,12,Test,T_12.wav,car_family / car_sports,0,silver car {WO?} eh its facing directly sidey ways..can't see the front properly,,,,,,,,,,,
20,13,Test,T_13.wav,lamp_bedroom / lamp_lava,1,white lamp,,,,,,,,,,,
20,14,Test,T_14.wav,gun_real / gun_toy,1,silver looking gun???,,,,,,,,,,,
20,15,Test,T_15.wav,saddle_horse / saddle_bike,0,saddle..the large saddle,,,,,,,,,,,
20,16,Test,T_16.wav,pad_unlocked / pad_locked,1,open padlock,,,,,,,,,,,
20,17,Test,T_17.wav,headphones_large / headphones_small,1,big headphones,,,,,,,,,,,
20,18,Test,T_18.wav,battery_AA / battery_car,1,small battery,,,,,,,,,,,
20,19,Test,T_19.wav,wine_glass / wine_red,1,empty wine glass,,,,,,,,,,,
20,20,Test,T_20.wav,money_notes / money_coins,1,notes,,,,,,,,,,,
20,21,Test,T_21.wav,boot_foot / boot_car,1,shoe,,,,,,,,,,,
20,22,Test,T_22.wav,camera_corder / camera_cctv,1,professional camera,,,,,,,,,,,
20,23,Test,T_23.wav,guitar_acoustic / guitar_electric,1,lighter coloured guitar,,,,,,,,,,,
20,24,Test,T_24.wav,glove_wooly / glove_boxing,1,small red glove,,,,,,,,,,,
20,25,Test,T_25.wav,teapot_white / teapot_cosy,1,white teapot ,,,,,,,,,,,
20,26,Test,T_26.wav,helmet_bike / helmet_builders,0,the helmet {WO?} oh not the builders on the cycling one,,,,,,,,,,,
20,27,Test,T_27.wav,saw_hand / saw_electric,0,the saw {WO?} oh not the electric the one with the yellow and black handle,,,,,,,,,,,
20,28,Test,T_28.wav,fan_hand / fan_electric,1,open fan,,,,,,,,,,,
20,29,Test,T_29.wav,orange_skin / orange_slice,0,the orange {WO?} oh not the cliced one the whole one,,,,,,,,,,,
20,30,Test,T_30.wav,spade_garden / spade_beach,1,the real shovel,,,,,,,,,,,
20,31,Test,T_31.wav,key_gold / key_car,0,the key {WO?} oh not the car key the house key,,,,,,,,,,,
20,32,Test,T_32.wav,door_handle / door_knob,0,door handle {WO?} eh not the long one the door knob,,,,,,,,,,,
20,33,Test,T_33.wav,bell_hand / bell_bike,1,ringing bell {WO} not like the ehh..not the one that looks like an alarm the one that's got the wee black bit at the top,,,,,,,,,,,
20,34,Test,T_34.wav,cheese_block / cheese_blue,0,cheese {WO} the one with the holes in it not the one with the blueish colour in it,,,,,,,,,,,
20,35,Test,T_35.wav,bee_honey / B_letter,0,the bee..not the letter bee the insect,,,,,,,,,,,
20,36,Test,T_36.wav,phone_office / phone_mobile,1,telephone,,,,,,,,,,,
20,37,Test,T_37.wav,clock_wall / clock_digital,1,circular clock,,,,,,,,,,,
20,38,Test,T_38.wav,hat_sun / hat_cowboy,1,hat with the ribbon on it,,,,,,,,,,,
20,39,Test,T_39.wav,pen_ballpoint / pen_nolid,1,closed pen,,,,,,,,,,,
20,40,Test,T_40.wav,apple_red / apple_green,1,red apple,,,,,,,,,,,
20,41,Test,T_41.wav,pipe_smoke / pipe_kitchen,1,curved pipe,,,,,,,,,,,
20,42,Test,T_42.wav,bat_animal / bat_baseball,1,the bat the animal,,,,,,,,,,,
20,43,Test,T_43.wav,horse_animal / horse_rocking,1,real horse,,,,,,,,,,,
20,44,Test,T_44.wav,tshirt_round / tshirt_vneck,1,the yellow gents tshirt,,,,,,,,,,,
20,45,Test,T_45.wav,glasses_reading / glasses_drinking,1,the glasses that you would wear,,,,,,,,,,,
20,46,Test,T_46.wav,eye_pupil / I_letter,1,the human eye,,,,,,,,,,,
20,47,Test,T_47.wav,potatoes_skin / potatoes_peeled,1,unpeeled potatoes,,,,,,,,,,,
20,48,Test,T_48.wav,mouse_computer / mouse_animal,1,computer mouse,,,,,,,,,,,
20,1,Training,Z_01_09.wav,spoon_reg / spoon_wooden,1,silver spoon,,,,,,,,,,,
20,2,Training,Z_02_09.wav,bin_lid / bin_pedal,0,bin,,,,,,,,,,,
20,3,Training,Z_03_08.wav,bike_mountain / bike_motor,1,bicycle,,,,,,,,,,,
20,4,Training,Z_04_09.wav,coffee_cup / coffee_saucer,0,the mug of coffee,,,,,,,,,,,
20,5,Training,Z_05_07.wav,mirror_wall / mirror_hand,1,black mirror,,,,,,,,,,,
20,6,Training,Z_06_09.wav,chair_wooden / chair_baby,0,chair,,,,,,,,,,,
20,7,Training,Z_07_06.wav,lighter_flame / lighter_noflame,0,open lighter ,CHECK THIS,,,,,,,,,,
20,8,Training,Z_08_08.wav,egg_shell / egg_yolk,0,egg,,,,,,,,,,,
20,9,Training,Z_09_08.wav,umbrella_open / umbrella_closed,0,red umbrella,,,,,,,,,,,
20,10,Training,Z_10_07.wav,candle_unused / candle_melted,0,the white candle,not modifer unless she confuses it with yellow vase…,,,,,,,,,,
20,11,Training,Z_11_07.wav,knife_kitchen / knife_swiss,0,knife,,,,,,,,,,,
20,12,Training,Z_12_07.wav,car_family / car_sports,0,silver car,,,,,,,,,,,
20,13,Training,Z_13_08.wav,lamp_bedroom / lamp_lava,1,white lamp,,,,,,,,,,,
20,14,Training,Z_14_08.wav,gun_real / gun_toy,1,silver gun,,,,,,,,,,,
20,15,Training,Z_15_09.wav,saddle_horse / saddle_bike,1,the large saddle,,,,,,,,,,,
20,16,Training,Z_16_06.wav,pad_unlocked / pad_locked,1,eh open padlock,,,,,,,,,,,
20,17,Training,Z_17_08.wav,headphones_large / headphones_small,1,larger headphones,,,,,,,,,,,
20,18,Training,Z_18_07.wav,battery_AA / battery_car,1,smaller battery,,,,,,,,,,,
20,19,Training,Z_19_09.wav,wine_glass / wine_red,1,empty wine glass,,,,,,,,,,,
20,20,Training,Z_20_08.wav,money_notes / money_coins,1,notes,,,,,,,,,,,
20,21,Training,Z_21_08.wav,boot_foot / boot_car,1,shoe,,,,,,,,,,,
20,22,Training,Z_22_09.wav,camera_corder / camera_cctv,1,the professional camera,,,,,,,,,,,
20,23,Training,Z_23_07.wav,guitar_acoustic / guitar_electric,1,the lighter coloured guitar,,,,,,,,,,,
20,24,Training,Z_24_09.wav,glove_wooly / glove_boxing,1,small red glove,,,,,,,,,,,
20,25,Training,Z_25_09.wav,teapot_white / teapot_cosy,1,white teapot ,,,,,,,,,,,
20,26,Training,Z_26_09.wav,helmet_bike / helmet_builders,0,the helmet,,,,,,,,,,,
20,27,Training,Z_27_07.wav,saw_hand / saw_electric,0,the saw,,,,,,,,,,,
20,28,Training,Z_28_06.wav,fan_hand / fan_electric,1,open fan,check this,,,,,,,,,,
20,29,Training,Z_29_09.wav,orange_skin / orange_slice,0,orange,,,,,,,,,,,
20,30,Training,Z_30_07.wav,spade_garden / spade_beach,0,the shovel,,,,,,,,,,,
20,31,Training,Z_31_08.wav,key_gold / key_car,0,the key,,,,,,,,,,,
20,32,Training,Z_32_09.wav,door_handle / door_knob,0,the door handle,,,,,,,,,,,
20,33,Training,Z_33_08.wav,bell_hand / bell_bike,1,ringing bell,trial cut short so previous training trial taken ***,,,,,,,,,,
20,34,Training,Z_34_09.wav,cheese_block / cheese_blue,0,cheese,,,,,,,,,,,
20,35,Training,Z_35_07.wav,bee_honey / B_letter,0,the bee (think she might have been about to say more),,,,,,,,,,,
20,36,Training,Z_36_07.wav,phone_office / phone_mobile,1,telephone,,,,,,,,,,,
20,37,Training,Z_37_08.wav,clock_wall / clock_digital,1,the circular clock,,,,,,,,,,,
20,38,Training,Z_38_09.wav,hat_sun / hat_cowboy,1,hat with the ribbon on it,,,,,,,,,,,
20,39,Training,Z_39_07.wav,pen_ballpoint / pen_nolid,1,closed pen,,,,,,,,,,,
20,40,Training,Z_40_06.wav,apple_red / apple_green,1,the red apple,,,,,,,,,,,
20,41,Training,Z_41_09.wav,pipe_smoke / pipe_kitchen,1,curved pipe,,,,,,,,,,,
20,42,Training,Z_42_08.wav,bat_animal / bat_baseball,1,the bat the animal,,,,,,,,,,,
20,43,Training,Z_43_08.wav,horse_animal / horse_rocking,1,the real horse,,,,,,,,,,,
20,44,Training,Z_44_07.wav,tshirt_round / tshirt_vneck,1,the gents yellow tshirt,,,,,,,,,,,
20,45,Training,Z_45_09.wav,glasses_reading / glasses_drinking,1,the glasses that you'd wear,,,,,,,,,,,
20,46,Training,Z_46_07.wav,eye_pupil / I_letter,1,the human eye,,,,,,,,,,,
20,47,Training,Z_47_09.wav,potatoes_skin / potatoes_peeled,1,unpeeled potatoes,,,,,,,,,,,
20,48,Training,Z_48_08.wav,mouse_computer / mouse_animal,1,computer mouse,,,,,,,,,,,
21,1,Test,T_01.wav,spoon_reg / spoon_wooden,1,metal spoon,,,,,,,,,,,
21,2,Test,T_02.wav,bin_lid / bin_pedal,1,cuboid bin,,,,,,,,,,,
21,3,Test,T_03.wav,bike_mountain / bike_motor,1,em bicycle,,,,,,,,,,,
21,4,Test,T_04.wav,coffee_cup / coffee_saucer,1,coffee on it's own,,,,,,,,,,,
21,5,Test,T_05.wav,mirror_wall / mirror_hand,1,floral mirror,,,,,,,,,,,
21,6,Test,T_06.wav,chair_wooden / chair_baby,1,wooden chair,,,,,,,,,,,
21,7,Test,T_07.wav,lighter_flame / lighter_noflame,1,alight lighter,,,,,,,,,,,
21,8,Test,T_08.wav,egg_shell / egg_yolk,1,boiled egg,,,,,,,,,,,
21,9,Test,T_09.wav,umbrella_open / umbrella_closed,1,open umbrella,,,,,,,,,,,
21,10,Test,T_10.wav,candle_unused / candle_melted,1,unused candle,,,,,,,,,,,
21,11,Test,T_11.wav,knife_kitchen / knife_swiss,1,big knife,,,,,,,,,,,
21,12,Test,T_12.wav,car_family / car_sports,1,small car,,,,,,,,,,,
21,13,Test,T_13.wav,lamp_bedroom / lamp_lava,0,lamp…em..white lamp,,,,,,,,,,,
21,14,Test,T_14.wav,gun_real / gun_toy,1,em real gun,,,,,,,,,,,
21,15,Test,T_15.wav,saddle_horse / saddle_bike,0,saddle..em no bike saddle,,,,,,,,,,,
21,16,Test,T_16.wav,pad_unlocked / pad_locked,0,padlock em open padlock,,,,,,,,,,,
21,17,Test,T_17.wav,headphones_large / headphones_small,0,headphones oh em big headphones,,,,,,,,,,,
21,18,Test,T_18.wav,battery_AA / battery_car,0,battery {WO?} op em single battery..I dunno small battery,,,,,,,,,,,
21,19,Test,T_19.wav,wine_glass / wine_red,0,wine glass {WO?} oh em empty wine glass,,,,,,,,,,,
21,20,Test,T_20.wav,money_notes / money_coins,1,mon..em paper money,,,,,,,,,,,
21,21,Test,T_21.wav,boot_foot / boot_car,0,boot em..boot shoe,,,,,,,,,,,
21,22,Test,T_22.wav,camera_corder / camera_cctv,0,camera {WO?} oh em manual camera like not the security one,,,,,,,,,,,
21,23,Test,T_23.wav,guitar_acoustic / guitar_electric,1,gu em acoustic guitar,,,,,,,,,,,
21,24,Test,T_24.wav,glove_wooly / glove_boxing,0,red glove {WO?} oh oh em non boxing glove,,,,,,,,,,,
21,25,Test,T_25.wav,teapot_white / teapot_cosy,1,plain tea pot,,,,,,,,,,,
21,26,Test,T_26.wav,helmet_bike / helmet_builders,1,cycle helmet,,,,,,,,,,,
21,27,Test,T_27.wav,saw_hand / saw_electric,1,manual saw,,,,,,,,,,,
21,28,Test,T_28.wav,fan_hand / fan_electric,1,paper fan,,,,,,,,,,,
21,29,Test,T_29.wav,orange_skin / orange_slice,1,full orange,,,,,,,,,,,
21,30,Test,T_30.wav,spade_garden / spade_beach,1,real shovel,,,,,,,,,,,
21,31,Test,T_31.wav,key_gold / key_car,1,door key,,,,,,,,,,,
21,32,Test,T_32.wav,door_handle / door_knob,1,big handle,,,,,,,,,,,
21,33,Test,T_33.wav,bell_hand / bell_bike,1,brass bell,,,,,,,,,,,
21,34,Test,T_34.wav,cheese_block / cheese_blue,1,orange cheese,,,,,,,,,,,
21,35,Test,T_35.wav,bee_honey / B_letter,1,buzzing bee,,,,,,,,,,,
21,36,Test,T_36.wav,phone_office / phone_mobile,1,telephone,,,,,,,,,,,
21,37,Test,T_37.wav,clock_wall / clock_digital,0,clock {WO?} oh em wall clock,,,,,,,,,,,
21,38,Test,T_38.wav,hat_sun / hat_cowboy,0,hat that's…womans hat,,,,,,,,,,,
21,39,Test,T_39.wav,pen_ballpoint / pen_nolid,0,pen em with lid on,,,,,,,,,,,
21,40,Test,T_40.wav,apple_red / apple_green,1,red apple,,,,,,,,,,,
21,41,Test,T_41.wav,pipe_smoke / pipe_kitchen,0,eh pipe {WO?} oh eh smoking pipe,,,,,,,,,,,
21,42,Test,T_42.wav,bat_animal / bat_baseball,0,bat em animal,CHECK,,,,,,,,,,
21,43,Test,T_43.wav,horse_animal / horse_rocking,0,horse {WO?} oh em real horse,,,,,,,,,,,
21,44,Test,T_44.wav,tshirt_round / tshirt_vneck,0,tshirt {WO?} oh oh em man's tshirt,,,,,,,,,,,
21,45,Test,T_45.wav,glasses_reading / glasses_drinking,0,glasses {WO?} oh em wearing glasses,,,,,,,,,,,
21,46,Test,T_46.wav,eye_pupil / I_letter,0,eye oh em human eye,,,,,,,,,,,
21,47,Test,T_47.wav,potatoes_skin / potatoes_peeled,0,(Noises) potato {WO?} is there more than one?..oh oh sweet potato,,,,,,,,,,,
21,48,Test,T_48.wav,mouse_computer / mouse_animal,1,em computer mouse,,,,,,,,,,,
21,1,Training,Z_01_07.wav,spoon_reg / spoon_wooden,1,metal spoon,,,,,,,,,,,
21,2,Training,Z_02_09.wav,bin_lid / bin_pedal,1,cuboid bin,,,,,,,,,,,
21,3,Training,Z_03_08.wav,bike_mountain / bike_motor,1,bicycle,,,,,,,,,,,
21,4,Training,Z_04_09.wav,coffee_cup / coffee_saucer,1,coffee on it's own,,,,,,,,,,,
21,5,Training,Z_05_08.wav,mirror_wall / mirror_hand,1,floral mirror,,,,,,,,,,,
21,6,Training,Z_06_06.wav,chair_wooden / chair_baby,1,wooden chair,,,,,,,,,,,
21,7,Training,Z_07_07.wav,lighter_flame / lighter_noflame,1,alight lighter,,,,,,,,,,,
21,8,Training,Z_08_09.wav,egg_shell / egg_yolk,1,boiled egg,,,,,,,,,,,
21,9,Training,Z_09_07.wav,umbrella_open / umbrella_closed,1,open umbrella,,,,,,,,,,,
21,10,Training,Z_10_09.wav,candle_unused / candle_melted,1,unused candle,,,,,,,,,,,
21,11,Training,Z_11_07.wav,knife_kitchen / knife_swiss,1,big knife,,,,,,,,,,,
21,12,Training,Z_12_09.wav,car_family / car_sports,1,small car,,,,,,,,,,,
21,13,Training,Z_13_09.wav,lamp_bedroom / lamp_lava,0,lamp,,,,,,,,,,,
21,14,Training,Z_14_08.wav,gun_real / gun_toy,0,gun,,,,,,,,,,,
21,15,Training,Z_15_07.wav,saddle_horse / saddle_bike,0,saddle,,,,,,,,,,,
21,16,Training,Z_16_09.wav,pad_unlocked / pad_locked,0,padlock,,,,,,,,,,,
21,17,Training,Z_17_09.wav,headphones_large / headphones_small,0,headphones,,,,,,,,,,,
21,18,Training,Z_18_08.wav,battery_AA / battery_car,0,battery,,,,,,,,,,,
21,19,Training,Z_19_06.wav,wine_glass / wine_red,0,wine glass,,,,,,,,,,,
21,20,Training,Z_20_09.wav,money_notes / money_coins,0,money,,,,,,,,,,,
21,21,Training,Z_21_09.wav,boot_foot / boot_car,0,boot,,,,,,,,,,,
21,22,Training,Z_22_07.wav,camera_corder / camera_cctv,0,camera,,,,,,,,,,,
21,23,Training,Z_23_07.wav,guitar_acoustic / guitar_electric,0,guitar,,,,,,,,,,,
21,24,Training,Z_24_07.wav,glove_wooly / glove_boxing,0,red glove,,,,,,,,,,,
21,25,Training,Z_25_07.wav,teapot_white / teapot_cosy,1,plain tea pot,,,,,,,,,,,
21,26,Training,Z_26_09.wav,helmet_bike / helmet_builders,1,cycle helmet,,,,,,,,,,,
21,27,Training,Z_27_07.wav,saw_hand / saw_electric,1,manual saw,,,,,,,,,,,
21,28,Training,Z_28_07.wav,fan_hand / fan_electric,1,paper fan,,,,,,,,,,,
21,29,Training,Z_29_09.wav,orange_skin / orange_slice,1,full orange,,,,,,,,,,,
21,30,Training,Z_30_08.wav,spade_garden / spade_beach,1,real shovel,,,,,,,,,,,
21,31,Training,Z_31_09.wav,key_gold / key_car,1,eh door key,,,,,,,,,,,
21,32,Training,Z_32_09.wav,door_handle / door_knob,1,big handle,,,,,,,,,,,
21,33,Training,Z_33_08.wav,bell_hand / bell_bike,1,brass bell,,,,,,,,,,,
21,34,Training,Z_34_08.wav,cheese_block / cheese_blue,1,orange cheese,,,,,,,,,,,
21,35,Training,Z_35_07.wav,bee_honey / B_letter,1,buzzing bee,,,,,,,,,,,
21,36,Training,Z_36_09.wav,phone_office / phone_mobile,1,telephone,,,,,,,,,,,
21,37,Training,Z_37_09.wav,clock_wall / clock_digital,0,clock,,,,,,,,,,,
21,38,Training,Z_38_07.wav,hat_sun / hat_cowboy,0,hat,,,,,,,,,,,
21,39,Training,Z_39_08.wav,pen_ballpoint / pen_nolid,0,pen,,,,,,,,,,,
21,40,Training,Z_40_08.wav,apple_red / apple_green,0,apple,,,,,,,,,,,
21,41,Training,Z_41_08.wav,pipe_smoke / pipe_kitchen,0,pipe,,,,,,,,,,,
21,42,Training,Z_42_07.wav,bat_animal / bat_baseball,0,bat,,,,,,,,,,,
21,43,Training,Z_43_08.wav,horse_animal / horse_rocking,0,horse,,,,,,,,,,,
21,44,Training,Z_44_07.wav,tshirt_round / tshirt_vneck,0,tshirt,,,,,,,,,,,
21,45,Training,Z_45_08.wav,glasses_reading / glasses_drinking,0,glasses,,,,,,,,,,,
21,46,Training,Z_46_08.wav,eye_pupil / I_letter,0,eye,,,,,,,,,,,
21,47,Training,Z_47_09.wav,potatoes_skin / potatoes_peeled,0,potatoe,,,,,,,,,,,
21,48,Training,Z_48_07.wav,mouse_computer / mouse_animal,0,mouse,,,,,,,,,,,
22,1,Test,T_01.wav,spoon_reg / spoon_wooden,1,silver spoon,,,,,,,,,,,
22,2,Test,T_02.wav,bin_lid / bin_pedal,1,a plastic bin,,,,,,,,,,,
22,3,Test,T_03.wav,bike_mountain / bike_motor,1,bicycle,,,,,,,,,,,
22,4,Test,T_04.wav,coffee_cup / coffee_saucer,1,coffee without a saucer,,,,,,,,,,,
22,5,Test,T_05.wav,mirror_wall / mirror_hand,1,eh the wall mirror,,,,,,,,,,,
22,6,Test,T_06.wav,chair_wooden / chair_baby,1,wooden chair,,,,,,,,,,,
22,7,Test,T_07.wav,lighter_flame / lighter_noflame,1,flaming lighter,,,,,,,,,,,
22,8,Test,T_08.wav,egg_shell / egg_yolk,1,egg in the shell,,,,,,,,,,,
22,9,Test,T_09.wav,umbrella_open / umbrella_closed,1,em the open umbrella,,,,,,,,,,,
22,10,Test,T_10.wav,candle_unused / candle_melted,1,unlit candle,,,,,,,,,,,
22,11,Test,T_11.wav,knife_kitchen / knife_swiss,1,sharp knife,check,,,,,,,,,,
22,12,Test,T_12.wav,car_family / car_sports,1,blackout car,,,,,,,,,,,
22,13,Test,T_13.wav,lamp_bedroom / lamp_lava,1,white lamp,,,,,,,,,,,
22,14,Test,T_14.wav,gun_real / gun_toy,0,gun {WO?} looks like a hand gun,,,,,,,,,,,
22,15,Test,T_15.wav,saddle_horse / saddle_bike,0,saddle {WO?} uuh looks lie a saddle you would put on a horse,,,,,,,,,,,
22,16,Test,T_16.wav,pad_unlocked / pad_locked,0,padlock,,,,,,,,,,,
22,17,Test,T_17.wav,headphones_large / headphones_small,0,headphones {WO} headph..they're not on a wire. Look like wireless,,,,,,,,,,,
22,18,Test,T_18.wav,battery_AA / battery_car,0,battery,,,,,,,,,,,
22,19,Test,T_19.wav,wine_glass / wine_red,0,wine glass {WO?} empty wine glass,,,,,,,,,,,
22,20,Test,T_20.wav,money_notes / money_coins,0,money {WO?} notes,,,,,,,,,,,
22,21,Test,T_21.wav,boot_foot / boot_car,1,leather boot,,,,,,,,,,,
22,22,Test,T_22.wav,camera_corder / camera_cctv,1,cam corder,,,,,,,,,,,
22,23,Test,T_23.wav,guitar_acoustic / guitar_electric,1,acoustic guitar,,,,,,,,,,,
22,24,Test,T_24.wav,glove_wooly / glove_boxing,0,red glove {WO?} eh looks like it's for a right hand,,,,,,,,,,,
22,25,Test,T_25.wav,teapot_white / teapot_cosy,1,white ceramic teapot,,,,,,,,,,,
22,26,Test,T_26.wav,helmet_bike / helmet_builders,1,cycling helmet,,,,,,,,,,,
22,27,Test,T_27.wav,saw_hand / saw_electric,1,uhh handheld saw,,,,,,,,,,,
22,28,Test,T_28.wav,fan_hand / fan_electric,1,eh geisha fan,,,,,,,,,,,
22,29,Test,T_29.wav,orange_skin / orange_slice,1,full orange,,,,,,,,,,,
22,30,Test,T_30.wav,spade_garden / spade_beach,1,garden shovel,,,,,,,,,,,
22,31,Test,T_31.wav,key_gold / key_car,1,brass key,,,,,,,,,,,
22,32,Test,T_32.wav,door_handle / door_knob,1,door handle that isn't a knob,,,,,,,,,,,
22,33,Test,T_33.wav,bell_hand / bell_bike,1,brass bell,check,,,,,,,,,,
22,34,Test,T_34.wav,cheese_block / cheese_blue,1,holey cheese,,,,,,,,,,,
22,35,Test,T_35.wav,bee_honey / B_letter,0,bee,,,,,,,,,,,
22,36,Test,T_36.wav,phone_office / phone_mobile,1,landline phone,,,,,,,,,,,
22,37,Test,T_37.wav,clock_wall / clock_digital,1,wall clock,,,,,,,,,,,
22,38,Test,T_38.wav,hat_sun / hat_cowboy,1,ladies hat,,,,,,,,,,,
22,39,Test,T_39.wav,pen_ballpoint / pen_nolid,0,blue biro pen {WO?} its got the lid on,,,,,,,,,,,
22,40,Test,T_40.wav,apple_red / apple_green,1,a red apple,,,,,,,,,,,
22,41,Test,T_41.wav,pipe_smoke / pipe_kitchen,1,wooden pipe,,,,,,,,,,,
22,42,Test,T_42.wav,bat_animal / bat_baseball,0,the bat {WO?} looks like it's in flight,,,,,,,,,,,
22,43,Test,T_43.wav,horse_animal / horse_rocking,0,horse {WO?} brown horse walking,,,,,,,,,,,
22,44,Test,T_44.wav,tshirt_round / tshirt_vneck,0,yellow tshirt {WO?} eh it looks like a guys tshirt,,,,,,,,,,,
22,45,Test,T_45.wav,glasses_reading / glasses_drinking,0,glasses {WO?}eeeem w.. Spectacles,,,,,,,,,,,
22,46,Test,T_46.wav,eye_pupil / I_letter,0,the eye..{WO?} it's black and white the picture..em it looks like a girls eye,,,,,,,,,,,
22,47,Test,T_47.wav,potatoes_skin / potatoes_peeled,0,potatoes {WO?} eh raw potatoes they looked unicfooked there's 4…9 in the picture I can see,,,,,,,,,,,
22,48,Test,T_48.wav,mouse_computer / mouse_animal,1,computer mouse,,,,,,,,,,,
22,1,Training,Z_01_07.wav,spoon_reg / spoon_wooden,1,silver spoon,,,,,,,,,,,
22,2,Training,Z_02_08.wav,bin_lid / bin_pedal,1,plastic bin ,check,,,,,,,,,,
22,3,Training,Z_03_08.wav,bike_mountain / bike_motor,1,bicycle,,,,,,,,,,,
22,4,Training,Z_04_08.wav,coffee_cup / coffee_saucer,1,coffee without a saucer,,,,,,,,,,,
22,5,Training,Z_05_08.wav,mirror_wall / mirror_hand,1,wall mirror,,,,,,,,,,,
22,6,Training,Z_06_07.wav,chair_wooden / chair_baby,1,the wooden chair,,,,,,,,,,,
22,7,Training,Z_07_09.wav,lighter_flame / lighter_noflame,1,flaming lighter,,,,,,,,,,,
22,8,Training,Z_08_08.wav,egg_shell / egg_yolk,1,egg in the shell,,,,,,,,,,,
22,9,Training,Z_09_07.wav,umbrella_open / umbrella_closed,1,the open umbrella,,,,,,,,,,,
22,10,Training,Z_10_07.wav,candle_unused / candle_melted,1,unlit candle,,,,,,,,,,,
22,11,Training,Z_11_09.wav,knife_kitchen / knife_swiss,1,sharp knife,,,,,,,,,,,
22,12,Training,Z_12_08.wav,car_family / car_sports,1,a blackout car,,,,,,,,,,,
22,13,Training,Z_13_08.wav,lamp_bedroom / lamp_lava,1,white lamp,,,,,,,,,,,
22,14,Training,Z_14_08.wav,gun_real / gun_toy,0,gun,,,,,,,,,,,
22,15,Training,Z_15_06.wav,saddle_horse / saddle_bike,0,saddle,,,,,,,,,,,
22,16,Training,Z_16_08.wav,pad_unlocked / pad_locked,0,padlock,,,,,,,,,,,
22,17,Training,Z_17_08.wav,headphones_large / headphones_small,0,pair of earphones eh headphones,check,,,,,,,,,,
22,18,Training,Z_18_07.wav,battery_AA / battery_car,0,battery,,,,,,,,,,,
22,19,Training,Z_19_09.wav,wine_glass / wine_red,0,(noise from previous trial)…em wine glass,,,,,,,,,,,
22,20,Training,Z_20_09.wav,money_notes / money_coins,0,money,,,,,,,,,,,
22,21,Training,Z_21_08.wav,boot_foot / boot_car,1,eh leather boot,,,,,,,,,,,
22,22,Training,Z_22_08.wav,camera_corder / camera_cctv,1,cam corder,,,,,,,,,,,
22,23,Training,Z_23_08.wav,guitar_acoustic / guitar_electric,1,eh acoutsic guitar,,,,,,,,,,,
22,24,Training,Z_24_09.wav,glove_wooly / glove_boxing,0,red glove,,,,,,,,,,,
22,25,Training,Z_25_07.wav,teapot_white / teapot_cosy,1,white ceramic teapot,,,,,,,,,,,
22,26,Training,Z_26_09.wav,helmet_bike / helmet_builders,1,(noise at start) eh cycling helmet,,,,,,,,,,,
